reference_id|title|doi|link
1577|Diagn. Microbiol. Infect Dis., 2016, 84, 2, 125|10.1016/j.diagmicrobio.2015.10.027|https://www.sciencedirect.com/science/article/abs/pii/S0732889315003983
1578|Med. Mycol., 2016, 54, 5, 459|10.1093/mmy/myv118|https://academic.oup.com/mmy/article/54/5/459/2579167
1579|Interdiscip. Sci., 2017, 9, 2, 237|10.1007/s12539-016-0146-y|https://link.springer.com/article/10.1007%2Fs12539-016-0146-y
1580|J. Mycol. Med., 2016, 26, 1, 9|10.1016/j.mycmed.2015.12.004|https://www.sciencedirect.com/science/article/abs/pii/S1156523315002395
1581|J. Food Prot., 2016, 79, 3, 448|10.4315/0362-028X.JFP-15-437|https://meridian.allenpress.com/jfp/article-abstract/79/3/448/174358/Population-Dynamics-of-Aspergillus-Section-Nigri
1582|AMB Express, 2016, 6, 1, 25|10.1186/s13568-016-0194-z|https://amb-express.springeropen.com/articles/10.1186/s13568-016-0194-z
1583|J. Microbiol. Biotechnol., 2016, 26, 10, 1687|10.4014/jmb.1606.06016|http://www.jmb.or.kr/journal/view.html?doi=10.4014/jmb.1606.06016
1584|Org. Biomol. Chem., 2005, 3, 1, 123|10.1039/b413440k|https://pubs.rsc.org/en/content/articlelanding/2005/OB/B413440K#!divAbstract
1585|Sci. Rep., 2016, 6, 27181|10.1038/srep27181|https://www.nature.com/articles/srep27181
1586|Nat. Prod. Res., 2014, 28, 15, 1182|10.1080/14786419.2014.923996|https://www.tandfonline.com/doi/abs/10.1080/14786419.2014.923996?journalCode=gnpl20
1587|Antonie Van Leeuwenhoek, 2005, 87, 3, 195|10.1007/s10482-004-3194-y|https://link.springer.com/article/10.1007%2Fs10482-004-3194-y
1588|Arch. Pharm. Res., 2009, 32, 9, 1211|10.1007/s12272-009-1904-8|https://link.springer.com/article/10.1007%2Fs12272-009-1904-8
1589|J. Antibiot., 2007, 60, 10, 603|10.1038/ja.2007.77|https://www.nature.com/articles/ja200777
1590|J. Nat. Prod. 2007, 70, 10, 1558|10.1021/np070208z|https://pubs.acs.org/doi/10.1021/np070208z#
1591|Syst. Appl. Microbio., 2004, 27, 6, 672|10.1078/0723202042369910|https://www.sciencedirect.com/science/article/abs/pii/S0723202005703076
1592|J. Antibiot., 2017, 70, 2, 174|10.1038/ja.2016.95|https://www.nature.com/articles/ja201695
1593|J. Agric. Food Chem., 2016, 64, 14, 2910|10.1021/acs.jafc.6b00527|https://pubs.acs.org/doi/10.1021/acs.jafc.6b00527
1594|J. Nat. Prod. 2009, 72, 4, 666|10.1021/np800777f|https://pubs.acs.org/doi/10.1021/np800777f
1595|J. Nat. Prod. 2015, 78, 12, 3067|10.1021/acs.jnatprod.5b00600|https://pubs.acs.org/doi/10.1021/acs.jnatprod.5b00600
1596|J. Nat. Prod. 2014, 77, 5, 123|10.1021/np401017g|https://pubs.acs.org/doi/10.1021/np401017g
1597|Planta Med., 2016, 82,091 10, 877|10.1055/s-0042-102965|https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-0042-102965
1598|J. Nat. Prod. 2016, 79, 5, 1347|10.1021/acs.jnatprod.5b01153|https://pubs.acs.org/doi/10.1021/acs.jnatprod.5b01153
1599|Cancer, 2015, 121, 5, 800|10.1002/cncr.29118|https://acsjournals.onlinelibrary.wiley.com/doi/full/10.1002/cncr.29118
1600| Planta Med., 1977, 31, 1, 31|10.1055/s-0028-1097485|https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-0028-1097485
1623|J. Nat. Prod. 2007, 70, 12, 2022|10.1021/np070301n|https://pubs.acs.org/doi/10.1021/np070301n
1624|J. Am. Chem. Soc. 1992, 114, 3, 1015|10.1021/ja00029a033|https://pubs.acs.org/doi/abs/10.1021/ja00029a033
1626|Agric. Biol. Chem., 1975, 39, 3, 749|10.1080/00021369.1975.10861681|https://www.tandfonline.com/doi/abs/10.1080/00021369.1975.10861681
1630|Drug Discov. Ther., 2014, 8, 2, 84|10.5582/ddt.8.84|https://www.mdpi.com/2218-1989/2/1/39
1631|J. App. Pharm. Sci., 2020, 10, 4, 28|10.7324/JAPS.2020.104005|https://www.bibliomed.org/?mno=71465
1632|Phytochem. Lett., 20, 2017, 295|10.1016/j.phytol.2017.04.025|https://doi.org/10.1016/j.phytol.2017.04.025
1633|Chem. Pharm. Bull, 1978, 26, 1, 111|10.1248/cpb.26.111|https://doi.org/10.1248/cpb.26.111
1634|Tetrahedron Lett., 1976, 17, 33, 2861|10.1016/S0040-4039(01)85521-0|https://www.sciencedirect.com/science/article/abs/pii/S0040403901855210
1635|Magn. Reson. Chem. 2015, 53, 8, 616|10.1002/mrc.4254|https://onlinelibrary.wiley.com/doi/abs/10.1002/mrc.4254
1636|Biosci. Biotech. Bioch.2009,73, 203|10.1271/bbb.80535|https://academic.oup.com/bbb/article/73/1/203/5947924
1637|J. Nat. Prod. 2013, 76, 1007|10.1021/np4004307|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856222/
1638|Phytochemistry 1996, 41, 665|10.1016/0031-9422(95)00693-1|https://www.sciencedirect.com/science/article/abs/pii/0031942295006931
1639|Tetrahedron 2006, 62, 7484|10.1016/j.tet.2006.05.010|https://www.sciencedirect.com/science/article/abs/pii/S0040402006007563
1640|J. Antibiot. 2011, 65, 2, 109|10.1038/ja.2011.117|https://www.nature.com/articles/ja2011117
1641|Mar. Drugs 2018, 16, 6, 150|10.3390/md16050150|https://www.mdpi.com/1660-3397/16/5/150/htm
1642|Biotechnol. Lett. 2019, 41, 651|10.1007/s10529-019-02677-3|https://link.springer.com/article/10.1007/s10529-019-02677-3
1643|Bull. Environ. Contam. Toxicol., 1986, 37, 5, 643|10.1007/BF01607817|https://link.springer.com/article/10.1007/BF01607817
1644|J. Nat. Prod. 2001, 64, 6, 836|10.1021/np000613p|https://pubs.acs.org/doi/10.1021/np000613p
1645|J. Fungi (Basel) 2020, 6, 4, 371|10.3390/jof6040371|https://pubmed.ncbi.nlm.nih.gov/33348541/
1646|Appl Microbiol Biotechnol, 2015, 99, 7859-7877|10.1007/s00253-015-6839-z|https://doi.org/10.1007/s00253-015-6839-
1647|J. Chem. Soc., Perkin Trans., 1988, 1, 907-911|10.1039/P19880000907|https://doi.org/10.1039/P19880000907
1648|Phytochem Rev.,2017, 16, 271?293|10.1007/s11101-016-9473-1|https://doi.org/10.1007/s11101-016-9473-1
1649|J. Agric. Food Chem. 1993, 41, 6, 973|10.1021/jf00030a027|https://pubs.acs.org/doi/abs/10.1021/jf00030a027
1650|J. Agric. Food Chem. 2003, 51, 8, 2156|10.1021/jf020983e|https://pubs.acs.org/doi/10.1021/jf020983e
1651|Toxins 2017, 9, 7, 210|10.3390/toxins9070210|https://www.mdpi.com/2072-6651/9/7/210
1652|Chem. Biodiversity, 2013, 10, 7, 1193|10.1002/cbdv.201300042|https://onlinelibrary.wiley.com/doi/abs/10.1002/cbdv.201300042
1653|Int. Congr. Pure Appl. Chem., 1977, 4, A21|10.1016/B978-0-08-022038-3.50009-5|https://www.sciencedirect.com/science/article/pii/B9780080220383500095
1654|Biochemistry, 1978, 17, 13, 2696|10.1021/bi00606a037|https://pubs.acs.org/doi/abs/10.1021/bi00606a037
1655|Sun et al. Cell Communication and Signaling,2019,17,111|10.1186/s12964-019-0425-4|https://doi.org/10.1186/s12964-019-0425-4
1656|Tetrahedron,2020,76,41,131496|10.1016/j.tet.2020.131496|https://doi.org/10.1016/j.tet.2020.131496
1657|Mar. Drugs 2018, 16,4, 119|10.3390/md16040119|https://doi.org/10.3390/md16040119
1658|J. Chem. Soc., Perkin Trans.1982,1,2687-2692|10.1039/P19820002687|https://doi.org/10.1039/P19820002687
1659|Neurochem. Int,2017, 113,8-22|10.1016/j.neuint.2017.11.010|https://doi.org/10.1016/j.neuint.2017.11.010
1660|Patent Number: 5,519,052,1996, US,Alfatafta A.A., Dowd .PF., Gloer J.B., Wicklow D.T.|US005519052A|https://doi.org/10.1007/s00216-009-3081-5
1661|Anal Bioanal Chem,2009,395,1225-1242|10.1007/s00216-009-3081-5|UNSPECIFIED
1662|Anke H., Sterner O.Insecticidal and Nematicidal Metabolites from Fungi. In: Osiewacz H.D. (eds) Industrial Applications. The Mycota ,2nd ed., Esser K.,bennett j.k.,EDS.|10.1007/978-3-662-10378-4_6|https://doi.org/10.1007/978-3-662-10378-4_6
1663|Molecules 2019, 24, 22, 4118|10.3390/molecules24224118|https://doi.org/10.3390/molecules24224118
1664|J. Nat. Prod. 2013,76, 9, 1737-1745|10.1021/np400460m|https://doi.org/10.1021/np400460m
1665|Nat Prod Commun,2015,10,12),2123-6.|10.1177/1934578X1501001227|https://doi.org/10.1177/1934578X1501001227
1666|J. Nat. Prod. 1998, 61, 702-705|10.1021/np980001t|https://doi.org/10.1021/np980001t
1667|J. Nat. Prod. 1998, 61, 12, 1566-1567|10.1021/np9801918|https://doi.org/10.1021/np9801918
1668|Natural Product Communications,2019,14,1,125-128|10.1177/1934578X1901400133|https://doi.org/10.1177/1934578X1901400133
1670|Proc Natl Acad Sci U S A,1980 ,77,7,3957-61|10.1073/pnas.77.7.3957|https://doi.org/10.1073/pnas.77.7.3957
1671|Fungal Genetics and Biology,2020,139,10337|10.1016/j.fgb.2020.103378|https://doi.org/10.1016/j.fgb.2020.103378
1672|J. Agric. Food Chem. 2010, 58, 949-953|10.1021/jf902834g|https://doi.org/10.1021/jf902834g
1673|Bioorg. Med. Chem.,2021,29,115883|10.1016/j.bmc.2020.115883|UNSPECIFIED
1674|Journal of Biotechnology,2014,175,53-62|10.1016/j.jbiotec.2014.01.038|https://doi.org/10.1016/j.jbiotec.2014.01.038
1675|Agric. Biol. Chem.,1980,44,7,1685-1687|10.1271/bbb1961.44.1685|https://doi.org/10.1271/bbb1961.44.1685
1676|Mar. Drugs 2012, 10, 131-139|10.3390/md10010131|https://doi.org/10.3390/md10010131
1677|Natural Product Communications,2018,13,12,1629-1631|10.1177/1934578X1801301214|https://doi.org/10.1177/1934578X1801301214
1678|Chem. Pharm. Bull.,1983,31,5,1528-1533|10.1248/cpb.31.1528|https://doi.org/10.1248/cpb.31.1528
1682|J. Nat. Prod. 2016, 79, 11, 2977-2981|10.1021/acs.jnatprod.6b00766|https://doi.org/10.1021/acs.jnatprod.6b00766
1686|Bioorg. Med. Chem. Lett.,2013,23,13,3905-3909|10.1016/j.bmcl.2013.04.059|https://doi.org/10.1016/j.bmcl.2013.04.059
1687|Chem. Eur.J.2016, 22,1277-1291|10.1002/chem.201503417|https://doi.org/10.1002/chem.201503417
1688|Bioorganic & Medicinal Chemistry,1997,5,12, 2165-2171|10.1016/S0968-0896(97)00160-0|https://doi.org/10.1016/S0968-0896(97)00160-0
1689|Patent Number: 5,130,326,1992, US,Laakso J.A., TePaske M.R., Dowd P.F., Gloer J.B., Wicklow D.T.|US005130326A|UNSPECIFIED
1690|Appl. Environ. Microbiol,2009,75,23,7469-7481|10.1128/AEM.02146-08|https://doi.org/10.1128/AEM.02146-08
1691|Aguamah, G.E. et al., Phytochemistry, 1981, 20, 1381|10.1016/0031-9422(81)80044-1|https://www.sciencedirect.com/science/article/abs/pii/0031942281800441
1692|Planta Med. 2016, 82, 5, 414-421|10.1055/s-0035-1558331|https://pubmed.ncbi.nlm.nih.gov/26824624/
1693|J. Nat. Prod.2000, 63, 7, 1006|10.1021/np000103v|https://doi.org/10.1021/np000103v
1694|Food Microbiol., 2014, 41, 52|10.1016/j.fm.2013.12.005|https://www.sciencedirect.com/science/article/abs/pii/S0740002014000033
1696|J. Agric. Food Chem., 2016, 64, 19, 3789|10.1021/acs.jafc.6b01051|https://pubs.acs.org/doi/10.1021/acs.jafc.6b01051
1697|J. Gen. Microbiol., 1963, 33, 2, 191|10.1099/00221287-33-2-191|https://www.microbiologyresearch.org/content/journal/micro/10.1099/00221287-33-2-191
1698|Int. J. Syst. Evol. Microbiol., 2016, 66, 7, 2566|10.1099/ijsem.0.001094|https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001094
1699|Lett. Appl. Microbiol., 2011, 53, 3, 350|10.1111/j.1472-765X.2011.03116.x|https://sfamjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1472-765X.2011.03116.x
1700|Mem. Inst. Oswaldo Cruz, 2016, 11, 3, 209|10.1590/0074-02760150451|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000300209&lng=en&tlng=en
1701|J. Hazard. Mater., 2010, 176, 1, 3, 1079|10.1016/j.jhazmat.2009.10.120|https://www.sciencedirect.com/science/article/abs/pii/S0304389409017713
1702|J. Basic Microbiol., 2001, 41, 1, 45|10.1002/1521-4028(200103)41:1<45::AID-JOBM45>3.0.CO|https://onlinelibrary.wiley.com/doi/10.1002/1521-4028(200103)41:1%3C45::AID-JOBM45%3E3.0.CO
1703|Front. Microbiol., 2016, 6, 1485|10.3389/fmicb.2015.01485|https://www.frontiersin.org/articles/10.3389/fmicb.2015.01485/full
1704|FEMS Microbiol. Lett., 2016, 363, 3, fnv236|10.1093/femsle/fnv236|https://academic.oup.com/femsle/article/363/3/fnv236/2594526
1705|J. Basic Microbiol., 2010, 50, 1, 90|10.1002/jobm.200900299|https://onlinelibrary.wiley.com/doi/abs/10.1002/jobm.200900299
1706|Curr. Microbiol., 2008, 57, 3, 222|10.1007/s00284-008-9178-9|https://link.springer.com/article/10.1007%2Fs00284-008-9178-9
1707|Int. J. Biol. Macromol., 2016, 92, 1113|10.1016/j.ijbiomac.2016.08.026|https://www.sciencedirect.com/science/article/abs/pii/S014181301631159X
1708|Int. J. Syst. Evol. Microbiol., 2013, 63, 2, 783|10.1099/ijs.0.047076-0|https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.047076-0
1710|Appl. Environ. Microbiol, 1984, 48, 1, 1-4|10.1128/AEM.48.1.1-4.1984|https://aem.asm.org/content/48/1/1
1711|Mycoscience, 56, 2, 123-131|10.1016/j.myc.2014.04.006|https://doi.org/10.1016/j.myc.2014.04.006
1712|Mycologia, 107, 1,169-208|10.3852/14-059|https://doi.org/10.3852/14-059
409|Nat. Prod. Rep. 2020, 37, 6|10.1039/C8NP00027A|https://pubs.rsc.org/am/content/articlehtml/2020/np/c8np00027a
963|Fang,J.Antibiotics 50,(1997),919|10.7164/antibiotics.50.919|https://pubmed.ncbi.nlm.nih.gov/9592564/
